review_text,rating,date,year
"The chicken was moist, tender and tasty.  I ordered medium chicken and rice with a small vegetables with oyster sauce.  As a tourist, I visited the popular hawker stands Hacker Chan and Tian Tian.  Food wise, the chicken was better at tian tian - so if you only have time to visit one, my vote is tian tian.  However, cleaniness wise - hawker Chan is cleaner.I went to tian tian at 5pm on a Sunday and they hadn't run out of chicken and there were only two people waiting in line.Tourist tip - they don't have napkins at any hawker stands anywhere.  Singapore people carry around a small pack of tissues that serve as napkins.  If you go, bring something to wipe your hands.",5.0,"Apr 14, 2017",2017
After eating this chicken rice I've realized that other chicken rice aren't good anymore. I got the medium sized and regretted not ordering large. I'm going back next time and try the rest in the menu. The line wasn't that long when I went there cause it was just 10am. But during lunch expect the line would be longer.I'm not done with my reviews. I will keep you guys posted for more updates. I'm giving it 4 stars cause I'm still looking for a better chicken rice that will melt in mouth like tian Tian's,4.0,"Nov 24, 2016",2016
"Overall it is still good Chicken rice.However, the texture of the rice is not what I like. Does not have that fragrance.Chicken breast meat (my meat of choice) was nice and tender.Liver runs out fast too so most times it's hard to get unless you go early.Chilli is good. They don't give black sauce unless you ask.They no longer give soup. Not sure if they will if asked.Be prepared to queue. Just look at the photo I posted. Most times the queue is a lot longer. Think they send the China tourists here by the busloads.So partly it's the queue and partly the rice and partly the lack of ginger, I still prefer Ah Tai Hainanese Chicken Rice a few doors down from Tian Tian.I guess Tian Tian will always be famous because of Anthony Bourdain.",4.0,"Jul 26, 2020",2020
"I am not very often angry when receiving bad food. Disappointed, yes. Upset, maybe but never angry.While I know that food review sites and awards are always subjected to the reviewer's tastebuds, I never really thought that I would get so angry over a stall that doesn't deserve its award..... until today. For years I've been wanting to give Tian Tian Chicken Rice a try but could never bring myself to join the crazy queue. Than came Singapore's edition of the Michelin Guide and with a Bib Gourmand recommendation, the queues became even longer and after tasting it for the first time today....I can't help but think WHY? Tian Tian chicken rice lacks just about everything I would consider as a good chicken rice. The Rice.While the texture of the rice was fine, it was neither fragrant or tasty. It lacked the depth that a lot of better chicken rice places have. It didn't have that pungent garlic or ginger taste, or the umami-ness of the chicken stock used to cook the rice. While the colour looked on point, the flavours were severely lacking. The ChickenSeeing that it was our first time trying, we ordered a portion of white (boiled) chicken and a portion of the roasted. Portions were generous but the meat was overcooked and stringy. The white chicken didn't have the smooth, moist , juicy texture that help make chicken rice so famous. Instead, it was overcooked and stringy.The roast chicken didn't fair any better. Overcooked, stringy and the skin didn't offer any flavours to the protein. The only plus point was the sauce that was drizzled over the chicken, which was fragrant and tasty but even that could not offer any redemption to the overall disappointment to the dish. To the tourists that have tried it because of the Bib Gourmand, my sincerest apologies for not offering you the best chicken rice experience in Singapore and for those you are thinking about trying, please don't, there are better options out there. Michelin recommended? Better to rip that page out of the book.",5.0,"Nov 27, 2018",2018
"The hawker stands here were incredible, but the Chicken Rice was definitely the star. It just looks like a pile of normal rice but it has such a rich flavor and pairs really well with the pretty unassuming chicken. The drink stands are separate from the rest of the food stands, so be sure to grab a beer to pair with it like a Tiger. The Bok Choy was also delicious, it was super rich (and very oily, so be aware of that). We went to the stands at around 4pm, so most of them were closed or closing, but this was still open and the line was in-and-out. Be sure to bring a pack of tissues, as the eating area wasn't particularly clean-looking by western standards -- but that totally wasn't a problem at all! Definitely come here for the chicken rice and check out the rest of the stands!",1.0,"Nov 21, 2018",2018
"Chicken Rice is the official unofficial dish of Singapore. Everyone says you have to try it when you go to Singapore so we decided to try out the most famous place in the city.Of course there was a line here, but the service is really fast. I got the chicken rice for $3.50 SGD. The chicken is almost like a sou vide preparation where it is barely cooked with a savory sauce poured on top of it and the rice.It wasn't my favorite dish, but it was tasty. I think the popularity has more to do with it being a traditional comfort food for locals. The one thing that locals really like, but others don't' really understand why they love it so much. Maybe my tastes are the weird one and everyone else likes it. I suggest you try it for yourself.",4.0,"Nov 6, 2019",2019
"The best ever. Though my hunger for any good food coming from the States made it hard for me to be a very critical of much of amazing food that Singapore offers . But out of 6 Hainanese chicken dishes I tried elsewhere during my stay there, I liked this one a lot along with its affordable price.",4.0,"Oct 7, 2019",2019
"Sooooo, this was my first time in Singapore, and my first time at a Hawker center. Tian Tian was recommended to me by a Singaporean-Malaysian-Chinese friend from the states who had visited before. This was also my first time trying Hainanese Chicken rice. I was impressed to say the least. Lemme just say, this place is hyped up but it's for a reason. This is a ~no-frills, order at the counter, sit down in the Singapore humidity~ and eat type of establishment. When we approached the stall, there was already a small line formed. First, you pay for your order then you wait as it's assembled.  I waited for about 10 minutes before receiving my food. I ordered a medium sized chicken rice, with the soy sauce and the spicy sauce. It.Was.INCREDIBLE. The chicken was perfect. I'm a big fan of big flavor, and I was a little surprised that boiled chicken would be so good. I mixed with the thickened soya sauce and it was heaven. The rice was fluffy and in the words of Anthony Bourdain ""absolutely fragrant."" and the cucumbers added perfect, refreshing crunch. I was STARVING on this day, and I just had to go back for seconds. I ordered myself a small size chicken rice this time, the cooks at the counter chuckled and said ""back for more?"" I said ""Its so good, can't stay away."" They had a hoot and I left absolutely satisfied.** As a tip; the small and medium sized are pretty much exactly the same. So save yourself a couple of SGD and order a small! You'll get the same amount. ** This place is delicious. An absolute can't miss in Singapore. Boy, wish we had this back in the States.",4.0,"May 20, 2017",2017
"I was told Tian Tian has the best hainan chicken in Singapore. That's why even though it was closed the first day I went (on a Thursday evening!?) I decided to go again the next day.Well, first things first, the price was unbeatable. Only $4 for a chicken rice plate?! Although the portion wasn't that big, it was pretty filling and I felt kind of full with just one plate. It was probably the rice - which had a fantastic smell of chicken oil+coconut. The chicken however was just okay. It wasn't very tender and a bit on the dry side. But again the experience of eating the rice itself was so enjoyable that it added points to the chicken as well.I give 4 stars mostly because of the price and the rice. Quality of the chicken and the long line doesn't really justify it to be a 5-star restaurant. If I could go to Singapore again, this wouldn't be on my list of ""must-go"" restaurants but I wouldn't mind dropping by and grabbing a plate.",5.0,"Dec 2, 2016",2016
"Hainanese Chicken RiceI came here following many recommendation from tourist books/ guides. But sometime I do wonder whether is true. However now that I have tried this, I can see why this is a must place to try.This is so delicious I could eat several boxes. The chicken was succulent and what Chinese people would say 好滑. (Meat is so juicy). The rice is full of chicken flavour and nor too greasy either. This is a large box for under $8 SD very value for money.",4.0,"Dec 31, 2017",2017
"This place has the best Hainanese chicken rice I've ever had. I order this dish anywhere it's available, so I've had my fair share of Hainanese chicken rice. But this place has the best. This unassuming food stand that seems to always have a line wrapping around the corner at Maxwell is it. The rice is so flavorful that I can eat two bowls and still want more. I'm not a fan of white meat due to typical dryness, but when they ran out of chicken drumstick/leg, I had to settle for breast. And to my surprise, the white breast meat was tender and juicy. The chicken skin is super smooth and silky. I usually don't eat chicken skin, but I just couldn't help myself. During my short two days visit, this is the only thing I ate more than once. So, this place is legit.",5.0,"May 31, 2017",2017
"When we showed up to the Maxwell Centre yesterday afternoon, we saw a long line and worried that it might be for Tian Tian...and we were right. That said, the line itself, while looking a bit daunting, moves along relatively quickly - after all, how long can it take to serve a bunch of chicken rice? We ended up getting to the front of the line in about 20 minutes' time - not too bad - and we were served shortly thereafter. Unless you are really full already, I would go with a large, which, in all honesty, is not that large to begin with. Once we found ourselves a table, we chowed into the famous chicken rice - and in all honesty, it is pretty good, but it was not quite as 'amazing' as waiting in line might make you expect. The chicken is flavored well, although the sauce is a bit on the light side. I really do enjoy the cilantro here, but the quantity of leaves is pretty small. Speaking of quantity - the amount of chicken is also a bit less than I would expect, and with the pieces served with bones in them, you do have to work your way around it to get the meat off - no small feat when you have no napkins and no knives to help with. The rice is really well-flavored on its own - I could probably just eat that as a standalone - and the combination of the marinated chicken with the rice makes it easy to understand why it's so popular.So why the average rating? As I mentioned, the quantity of food was a bit low. For S$7.80, it's not a bad deal...but consider when we decided to give Tong Fong Fatt (a few stalls down a whirl)...it's no contest - their chicken is better, you get more of it (as well as soup), it is cheaper to boot, and perhaps best - there's no line. So despite the accolades that Anthony Bourdain and all the other testimonials say, the food here is certainly good - but it's not even the best version that is available amongst the rest of the hawker stalls.",4.0,"Mar 23, 2019",2019
"Dear Anthony Bourdain,With ""no reservations"", I'm writing due to my fair lady, who has been one of your many fans for the longest time, for your video highlighting the chicken rice experience in Singapore. Before her visit to Singapore, she sent me a link to your video (I'm sorry I've never cared enough to watch any of your shows even though I'm practically always on Food Network) and MADE me watch it so that I could bring her there.Well, that's the thing...that video and your stupid picture on the stall makes people think that the stall is freaking good because you ""approved"" it.Oh, please.It is quite obvious in the video that you would have never tried chicken rice if the crowd didn't BOO the living crap out of you (which I've done since I first watched one of your shows).So I must say - as I did to my fair lady - that I knew of Tian Tian way before you even highlighted it in your story. Singaporeans know their food and will never need your picture or ""approval"" to seal in the awesomeness of a particular stall.For example, I just look for a freaking line that is longer than your achievements and know that the food will be GREAT. Just like on the day that I binged on two orders of chicken rice to try both the roast and the standard steamed version...I tried the porridge with a line that took nearly 40 minutes before I got to order...that DIDN'T have your face on their stall.For the record, do us all non-fans of yours a favor before we bash you even more and tell the truth to your fans (such as my fair lady) that your ""approval"" of this stall is worthless because your opinion on Asian food (or all other local food) just doesn't count. Not to mention, if the crowd didn't boo you, I'm 100% sure you wouldn't have tried chicken rice.You fail.Tian Tian just WINS enough to grace you with their attention so you can make a buck by featuring it.Get a real chef job.Sincerely,ChickenRice-FanYelp 100: 24/100",4.0,"Sep 24, 2016",2016
"I got there early, just right after the opening time, and able to avoid any line. 10 minutes into my meal, the queue was quite long. Quick and efficient service, nothing fancy.Have to say I enjoyed my meal a lot! The rice is soft and fragrant, tender chicken meat (though mine was a bit cold), and the vegetables were crunchy and sweet.I ordered Medium Chicken Rice, and struggled to finish it all, big portion! For 2 - 4 people, I recommend order half chicken and add some rice, great portion and affordable.",5.0,"Apr 15, 2014",2014
"Tian Tian is in a food court, so, we took full opportunity and buffed up our chicken rice meal with giant Coconuts and Popiah from the other stalls.Back to the main event, the line for Tian Tian was really insane. At the time, I was told that some stalls in Singapore recently gotten themselves a Michelin star and I was wondering if this was one of them (I checked, they don't have one...yet). I'm pretty sure that when we arrived at 1pm, we had at least 30 people in front of us. However, I must give them props for efficiency, it was far quicker than expected.We ordered Hainanese chicken rice, Beansprouts (taugeh) and Vegetables with oyster sauce. I think the reason why it is so famous is their absurdly fragrant rice! The sauce on the hainanese chicken is really good too! On top of that, the hainanese chili sauce is really very good!If you have time, want a decent hainanese chicken rice, come here. However, please don't be too overdressed, it gets kind of hot in this food court.",1.0,"May 9, 2016",2016
"I didn't think the menu would be that complicated so I said uhhhh 1 order please? (expecting a little help). Somehow I ended up with skinless chicken breast. They pour a thin gravy over it and that's all you get over rice. Everything was bland. Very disappointed. They're probably resting on their laurels at this point, although I'm not sure if it was ever deserved, just press from Bourdain....Tong Fong Fatt in this same Maxwell Food center was better, at least it came with soy and chili sauce. Rooster & Rice in SF is the best haha!",4.0,"Mar 22, 2016",2016
"The first time I had this a few years ago, it was amazing. This time i felt the hainan chicken was still good, but not as good as before.",4.0,"May 20, 2018",2018
I came here at 9:53am and they were already serving us. Yelp says they open at 10 so I was glad they open early. Chicken is very delicious and flavorful.  It was soo good we came back at night for dinner but they were already closed.,4.0,"Apr 1, 2013",2013
"Drop by Maxwell market on a Saturday afternoon and saw the stall has almost no queue. Told the cashier that I wanted a plate of chicken rice and was told $5. As a plate of drumstick plus rice was $4.30 I asked what else is included. Immediately she said no drumstick, and I said your menu said so. Immediately she printed another receipt for a plate of chicken rice at $3.50. This is the going price for a hawker stall elsewhere. I wondered how much the tourists in front of me paid for the similar looking plate of chicken rice. The cashier obviously know what she was doing. The chicken rice was in clumps, made worst by the thick sauce they pour on the chicken possibly to flavour it. Chicken was not flavourful as they need to poured the thick sauce over it. Good steamed chicken does not need any condiments. Enough said. The old Swee Kee chicken rice wins hands down compared to this.",5.0,"Jun 26, 2016",2016
I thought I would love this since it was very highly publicized as a must try by almost every Vlogger and travel/food channel hosts. I was excited yet skeptical. I was right being a skeptic after all. Food was ok although very bland and simple for my taste. I understand it is a traditional dish although not my cup of tea. It was an experience.,4.0,"Sep 4, 2016",2016
My biggest regret is that I did not get the larger size. I love rice in general but this rice has been one of the tastiest rices I've had in my life. I could eat this for DAYS. The hot sauce is also pretty good with it and the chicken is moist and delicious. I tried the same dish from a few stalls down but this was so much better.,5.0,"Dec 10, 2015",2015
"No Queue?The whole Maxwell Food Centre was just so quiet at around 4:00 pm. But I was not complaining since I hate queueing up for anything? Or was that my Yelp Friend??Tian Tian Hainanese Chicken Rice was good... Really good. Tender chicken with fragrant rice. It might not be the best in Singapore but I felt like I was in one of Anthony Bourdain's show and got to travel around the world and eat... (but I really here travelling the world just to eat?)I will remember this chicken rice whenever I have the ""chicken rice"" at home, the tasteless chicken that were dry and tough..... Even the soy sauce here tasted much better...",4.0,"Apr 14, 2019",2019
"My first time to have chicken rice, but it was good.   Its a simple dish, chicken breast with no bones over a bed of rice.  Lite and flavorful.  The maxwell house is outside but covered with fans.   Added a lime drink from the stall across the way",4.0,"Apr 12, 2019",2019
"this was an unquestionable requirement visit goal on our Singapore schedule, Michelin featured Hainanese Chicken Rice. I have observed each YouTube video on this dish. Situated in a seller like setting, be set up to perspiration slugs. We chose to go around evening time. Once inside this zone, with slow down after slow down of open kitchen, you will feel the warmth. It's more sizzling than outside. The line is long however it moves quick. Truth be told, I am not used to these conditions. As my child and I snatch a table with outsiders, we hold up with the huge fans above blowing at us with no help. As the dishes are put before me, I can tell how delicious and succulent the dim meat looks. What I didn't exactly expect was the bizarre thick covering everywhere throughout the chicken. I don't know what that is but rather I delve in. It is past delicate and the skin on the chicken was extremely sleek. Once more, I was somewhat pestered by that thick covering. As I take each chomp, it was difficult to eat as the huge fans continued blowing my hair and stalling out against my sweat-soaked face. I needed to ensure I wasn't eating my hair and the chicken simultaneously. Shockingly, I've had more fragrant chicken rice than this previously. It's still great however nothing unique. With everything taken into account we did delighted in the supper. The strategy where they rapidly poach their chicken works. Had I have eaten it in an a lot cooler condition, I may have made the most of my dinner better. Extremely Nice Experience of the day here..!!!",5.0,"Dec 26, 2017",2017
"As many others that travel to Singapore, Tian Tian is probably on the top of their list of must try restaurants/food stalls.  A local friend recommended Tian Tian (or Ah Tai if the line was too long here) so naturally I knew I would be stopping by.  We had originally planned on stopping by for either lunch or dinner on Monday but after checking their business hours, we noticed they were closed that day.  Seeing how we were leaving on Wednesday morning, we made the trek over to Tian Tian (don't utilize the map location on yelp as it takes you to the wrong place as this is hawker stand is inside the Maxwell food center) for an early dinner.  It was a super muggy/hot evening so we opted to take the food back to the hotel to enjoy in an air conditioned room.  We were lucky to find a short line and were in and out within 5 minutes.  We ended up ordering their half chicken along with two orders of rice and an order of their bean sprouts.  To our surprise, the portions were huge!!!  We only ended up eating 3/4 of the chicken and maybe about 3/4 of the rice.  One draw back about taking the food to go is that they didn't include the ginger oil and also some sweet soy sauce which is what we are accustomed to having along with our Hainan chicken rice.  Though the chicken was super tender, I didn't think the rice was that aromatic or flavorful.  Despite being disappointed with the rice, Tian Tian was 1/4 the cost of our dinner at Chatterbox.  I think the perfect Hainan chicken dinner would be the chicken at Tian Tian and the rice from Chatterbox.Tian Tian is still a must try when visiting Singapore, but I think I'll try other places before coming back again.",1.0,"Nov 28, 2015",2015
"Came to Maxwell Road Hawker Centre right before lunch time to stand in line for Tian Tian Hainanese Chicken Rice. Honestly the queue was about 15 min. max as it moves very very quickly (even though the line wrapped around the stall). Sorry I can't remember the price in USD, but I'm sure it's under $10.I kinda knew what I was going to get into. Fragrant oily rice and soft boiled chicken with skin. Garlic/ginger spicy sauce and dark soy sauce to mix together. What can I say, I'm not a huge fan of boiled room temp. chicken. Now deep fry that bad boy and we talkin' about a real GOOD meal! lol j/k. One persons opinion doesn't really mean much. My palate is not the same as anyone else's, so we all have to try out dishes for ourselves, right? How about I share some pics.",4.0,"Feb 11, 2019",2019
"I wasn't expecting my taste buds to react the way that they did when I tried this place. I've had hainanese chicken before but most definitely none like this. This stall was located in Maxwell's hawker center and was really easy to spot. It had a line but it moved quickly. Like I said, I wasn't expecting much cause how different can steamed chicken taste? But after one bite I realized how juicy and flavorful it was! Even the rice was really good! I wish I could find a place this good in So Cal. But for the time being, I'll be drooling over this picture till then.",4.0,"Nov 27, 2018",2018
"Always crowded in Chinatown ,Maxwell food court.  Came here with friends and family , cause this is a "" must eat"" in the travel book. Portion was small, chicken is juicy but not that fancy. I can find better place and less crowd chicken rice.",4.0,"Oct 18, 2013",2013
"Location: Tian Tian Hainanese Chicken Rice (Hawker Center)Date: May 22, 2016Time: 1500After seeing one of my idols Anthony Bourdain visit this spot and knowing that we were going to be in the same area, I had to go.One you enter the Hawker Center (Large covered area that houses many food stalls/carts) you will immediately see the longest line originating from this spot. Is it the best food under the roof...or just the spot a someone made famous???....get in there and find out for yourself.I personally loved the dish. It was quickly prepared, very affordable (cheap) and most importantly...delicious! We got the simple ""Chicken Rice"". It comes with fresh cut chicken, atop well cooked rice, with some cucumber slices and a spicy side of sauce (and i do mean spicy!!). The dish was simple and the flavors were not over the top (save that sauce) but it really appeals to the palate. Add the sauce for a fiery kick! If you find yourself in Singapore...make the hike to this spot to try the dish of the country.",5.0,"Jun 20, 2019",2019
Great chicken rice.  Worth waiting in line.  That's about all I can say about that.  A must visit place especially for Singapore visitors.,4.0,"Jul 25, 2019",2019
"Amid the sea of hawker stalls that make up the Maxwell Road Food Center, one stands out to even the casual observer. It alone has a line/queue. Apparantely Tian Tian has people waiting for its food virtually all the time. I visited during what I thought would be a between-meal lull in foot traffic, around 4PM, and sure enough there were still about 10 people waiting ahead of me. No other stall in the Center had a queue.The reason is obvious after you taste their Chicken Rice. How they infuse so much flavor into the chicken meat from a boiling/steaming cooking process is remarkable. The bowl of clear broth that comes with it has a similar flavor and is quite nice. The ""Vegetable with Oyster Sauce"" dish that I also ordered was surprising delicious: baby bok choy infused with thse same wonderful flavors found in the chicken. And all of it came to a little over S$6.00 (US$5.00) for food quality that many much more expensive Asian restuarants can't match.[A hint for fellow tourists: hawker stalls like this don't provide napkins, and to use the wash rooms to clean up will cost you ten cents (exact change helps). Also Tian Tian doesn't sell beverages. For something with an Asian flair that's easily accessible to everyone's palate I recommend the sugar cane juice from the stall directly across from Tian Tian].",5.0,"Sep 2, 2015",2015
"If you choose to come here for their Hainan chicken, be prepared to queue up for a little while! When we visited Maxwell Center, there were numerous Hainan chicken joints inside. But none of them had nearly as long of a line as Tian Tian did! Though it's a typical small sized stall that you'd expect at any hawker centre in Singapore, they've got enough manpower that the division of labor with such little space is impressive! Order after order is rolled out so efficiently that your mouth just waters as the queue gets shorter. If it's 2-3 of you, I highly suggest grabbing half a chicken and 3 rice bowls! Soup is included, along with all the condiments (it's not Hainan chicken without all the sauces)! The chicken is so damn succulent that you'll want to eat it until the very last bit of meat (and veins) that you're nearly close to the bone marrow!If you know some Chinese (or getting a bit rusty), this is your chance to speak it as some of the ladies passing you the food don't know too much English (maybe some Singlish though, haha). And don't forget to snap a picture of the food porn before you start digging in!",4.0,"Apr 15, 2016",2016
"Overrated. Good chicken, tender. But not as special as you think.The service is not so friendly also. Not worth waiting in line. I am pretty sure there are places where they make it better.",4.0,"Nov 13, 2018",2018
"If you go to Singapore for a few days and you want to eat Chicken Rice, Maxwell Food Centre is the place to go. Find the corner with the longest queue and that would be Tian Tian Hainanese Chicken Rice food stall. Try the  green veggies with oyster sauce or the beansprouts with cuttlefish. Yum. Comfort food at its best.",5.0,"Jan 27, 2019",2019
"Don't get me wrong, it's very good Hainan chicken and rice, but is it worth the wait? Maybe if you're waiting for less than 15 min. Luckily when I was here, I arrived as it opened at 11AM and there was no wait. It seemed they have a pretty good speedy, efficient system down pat, too. Of course I got the small chicken and rice plate. As someone that grew up eating chicken and rice very frequently as a quick meal my grandmother or father would throw together, I thought it was too overhyped for me. I can imagine as someone who doesn't eat it frequently at home, it's pretty darn good still. Fragrant fluffy rice packed with umami and juicy well cooked chicken....definitely delicious. But my preference is still grandma's chicken and rice.",1.0,"Jun 10, 2016",2016
"This may be a case of YMMV but I found this place to be overrated.. mayb it's because of the constant demand, countless bowls of chicken rice are served continuously! There was a line that wraps around the corner when I first came and there still was a line after I finished eating. The chicken rice... hmmmm it wasn't fragrant at all! It was cold and hard. Not what I'd expect. Thumbs down on the rice for me... The chicken.... hmmm I found it to be course and dry in the breast area and the leg was nice and silky. I didn't mind it actually. But to claim as the best ... I doubt it... I've had so much better in Shenzhen and also in Melbourne. this is my experience only .. Give it a go still.. it may be different for you.. at least it is one to cross off the list.",4.0,"Dec 28, 2018",2018
"LOVE IT. Worth the queue. 11/10 one of the best chicken rice vendors in Singapore, and perhaps the world.The rice is fragrant and fluffy. Not overcooked; you can taste and feel the individual grains as you shove each spoonful into your mouth - no kidding. The steamed chicken is flavourful, tender, and melts in your mouth. The chilli sauce (with ginger) complements both chicken and rice perfectly, adding a tantalising kick to every bite. And you have the option to order some steamed oyster-sauce veggies as a side, if you feel the need to be healthy amidst the amazing hawker fare in Singapore.All-round satisfying dish. Pair your chicken rice with 'sugar cane juice with lemon' (from any stall in Maxwell market) to make this the quintessential Singaporean meal.Side note: Drooling as I type this review. Need to planning my next visit to Tian Tian!",4.0,"Mar 31, 2016",2016
"Tian Tian seemed to be made popular by Anthony Bourdain so I had to try it. Overall, I'd say it was good. Would I return? Likely, If I were showing guests around since this restaurant has gained popularity because of Bourdain and that's why people want to try it out. Chicken was moist and flavorful as people say. Rice had good flavor as well. The sauce provided was good but I like the chicken rice meal on its own. $3.50 for a small. If you're with a group, order a whole or half and share. I'd say that other places are just as good without the hype. Also, then you don't have a wait even though this line at Tian Tian moves give or take quickly. Tip: have your $ ready because they try to hurry you along Tip2: expect a line and to wait at least a little",4.0,"Mar 8, 2014",2014
"I was in Singapore for 24 hours (it was an amazing layover). When I was in Singapore, I made it a goal to try Singapore's most famous and iconic dish, Hainanese chicken and rice. Every guide book and every local has told me that, this is definitely the spot to try it.Now, I'm an exchange student in Thailand right now (in Bangkok to be exact). Hainanese chicken and rice is also very popular here and it's the place where I tried it for the first time. It's very delicious and very cheap in Thailand (it costs less than 2 US dollars).With that being said, I was really looking forward to trying it in Singapore, the home of this iconic dish.When I arrived, I was happy and sad to see a line. Happy because it means the food is great and sad because it means I'll have to wait.I eventually got it and I have to say, it's very good!!! But, I'll be honest, the Hainanese chicken and rice I've had in Bangkok tastes better. But the Hainanese chicken and rice in this restaurant is still great and it's definitely worth a visit when you're in Singapore",5.0,"Oct 7, 2018",2018
"Located in Maxwell food center, this Hawker stall had a small and quick line! I got the $5 singapore dollar size place which was a nice portion. The rice was super flavorful! I could even just eat the rice itself and my tastebuds and tummy would be happy! The chicken breast was also super juicy and tender! Was very happy with my choice!",4.0,"Nov 14, 2018",2018
"Queue goes pretty fast even with the long lines b/c he is like the soup nazi. You get what you get. No extra toppings/sauces unless you specifically ask for it (ginger, hot sauce, cilantro, ect) or buy the whole chicken. The neighboring stalls that serves chicken and rice gives you the all condiment spices w/out any attitude. Not a fan of chicken and rice but have to admit, Tian Tian chicken is pretty good.",5.0,"Mar 5, 2018",2018
"Delicious chicken & rice! Line is long but goes so quick! Take a picture of the menu and pick out what you want while you wait. Go early before they run out in the evening.Ordering Tip: Comes in 3 sizes - small, medium and large. Small is rice & chicken & sauce all on one plate. If you want the chicken and sauce separate from the rice, order the medium or large!",4.0,"Apr 12, 2015",2015
"Wasn't that impressed, especially after the hype.In a matter of just a few days, I had sampled 4 different Hainenese Chicken Rice places - some reputable like this and others just random - and was not impressed at all. Some of the random places had much more flavorful rice, but wonder is this place is just riding off the reputation now.A friend from Singapore agreed that it's nothing special. I was pretty disappointed, but oh well.",4.0,"Jan 23, 2018",2018
One of my favorite chicken rice in singapore. Taste so good..during lunch time or weekend the queue can be disastrous. Last time i queue for 30 minutes but its worth to tryCONCLUSION = RECOMMENDED!!! MUST TRY!!,5.0,"May 29, 2016",2016
"Overall, the longest lines are reserved for Tian Tian, and overall, the food was good.I waited about 15 minutes in line in order to order and get my food. They have it down to a science (i.e. efficient), so make sure you take a look at the menu before you get to the woman who takes your order (pay in one place, move down the line to another place to pick up your food). I ordered:Chicken and rice: while the chicken was moist, I think that I like the rice even more: very, very fragrant chicken smell and tasteBok Choy in oyster sauce: while this was good, it was actually more expensive than the chicken and rice itself. Next time, I would skip the veggies and fill up with other good food in this centre.Overall, Tian Tian met my expectations, but I wouldn't say that I was blown away. Still, it's probably a must-eat while in Singapore for tourists.",1.0,"May 1, 2017",2017
"We wondered to the Maxwell Hawker enter because it was across the street from our hotel. It was early, a bit past 10am and we were hungry. Looking through the stalls we saw this one, that was first of all open and operating at this hour, also had a few people lined up. We ordered medium size chicken and rice. The rice was so tasty! Loved it. Steamed chicken was okay. Then we read that this place was recommended by Antony Bordain, hence group of European looking tourists in the que. For 3 SGD it was perfect! The Maxwell Center has a lot to offer too, so we ended up trying the oyster cake and a sugar cane drink. Coming back tonight to try the ramen from one of the stalls.",4.0,"Jun 22, 2018",2018
"I mean.  It was okay?  I was surprised.  a ""large"" wasn't very large, it was drenched in whatever sauce contains peanuts.  A little is okay but I thought it was kind of overpowering.  But I also don't like peanuts that much so take my opinion on that with a grain of salt.  Vegetables and broth did not come with it like most sets in Singapore.  The broth is my favorite part so I was bummed about this!  The sauce was also SUPER FUCKING SPICY.  I like the ginger/garlic sauce more than the spicy red stuff.  So maybe this will be good to other people, but I personally wouldn't wait in line for it again when literally a million other places serve the same thing WITH broth :)",4.0,"Jun 19, 2015",2015
"TIP: Avoid the long lines by going early. They open at 10am.So what's the verdict? Is it worth the hype?!  I would say it met expectations. I love me some hainan chicken rice. I only have Savoy from Monterey Park to compare it to.I was pleasantly surprised to not be disappointed. The chicken was tender. The sauce was the perfect amount of spicy. The rice was oh so fragrant and brothy. It helped that we didn't have to wait long for the food. The short line at 10:30am on a Saturday moved very quickly.  My only gripe, is that I wish the portions were bigger!! I want more! Wahhh :(To get the most popular dish, ask for chicken rice( only comes in medium size) for only 5 SGD!",4.0,"May 3, 2018",2018
"I'm no expert regarding Hainanese chicken rice. I just know that this chicken rice was really good. Good enough to want to eat every day (but I don't because I need to try other stuff before I leave). The chicken itself is simple- tender, and provided with a tasty chili sauce on the side. Simply good. Go during off hours so that you don't have to cue. Both times I've been there in the mid-afternoon hours 2pm-5pm, there haven't been lines. Maybe I just got lucky.",5.0,"Dec 17, 2015",2015
"5 stars can not even describe this place. I was afraid that it was overhyped since there are plenty of reviews on it and even Anthony Bourdain has eaten here. But its all true, there is no overhype. Tian Tian definitely lives up to all the hype. The chicken plate for $4 is amazing. I've never had chicken so juicy and tender and flavorful. Just from looking at it, you can see the plumpness of the chicken meat! You can actually taste the flavor of chicken. I didn't even use the sauces as the chicken itself is the star. I didn't want any sauce to takeaway from the star of the show. I really wish LA could get their hainan chicken act together, even something half as good as tian tian would be nice to have. And the rice is just heavenly. Rice itself is perfectly cooked: light and fluffy. The flavors of chicken have immersed itself into each grain of rice. Eaten together with the chicken, its like a party in your mouth. I went on a weekday around 2pm, so the line definitely died down. Waited about 10 minutes before I ordered, and another couple minutes to grab the plate of food. After you get your chicken, you can grab a drink at one of the juice stalls in the area (there's one directly across from tian tian). I'm salivating just writing this review. I want some Tian Tian hainan chicken rice!!",4.0,"May 11, 2018",2018
"I'm hoping this is the one located at Maxwell Center in Chinatown!This spot is especially popular because their chicken and rice beat Gordan Ramsay at a competition.  Rightfully so because the chicken (non-broiled) was tasty requiring no sauce (or ketchup for that matter). It did come with an orangey-chili sauce for additional dipping if you choose. The rice was fragrant and went well with the chicken. Wait was not long at all, most likely because I went in the afternoon, after the lunch rush.",5.0,"Mar 8, 2015",2015
